gameId,playId,ballCarrierId,ballCarrierDisplayName,playDescription,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,passResult,passLength,penaltyYards,prePenaltyPlayResult,playResult,playNullifiedByPenalty,absoluteYardlineNumber,offenseFormation,defendersInTheBox,passProbability,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,homeTeamWinProbabilityAdded,visitorTeamWinProbilityAdded,expectedPoints,expectedPointsAdded,foulName1,foulName2,foulNFLId1,foulNFLId2,type,action,nflId,tackle,assist,forcedFumble,pff_missedTackle
2022091109,1705,52474,Antonio Gibson,(2:50) C.Wentz pass short left to A.Gibson to WAS 35 for 8 yards (T.Campbell; D.Lloyd).,2,1,10,WAS,JAX,WAS,27,2:50,14,3,C,2.0,,8,8,N,83,SINGLEBACK,7.0,0.510867238,0.881933367,0.118066633,-0.001031639,0.001031639,1.287983099,0.348688695,,,,,pass short left,pass short left,54492.0,0.0,1.0,0.0,0.0
2022091109,1705,52474,Antonio Gibson,(2:50) C.Wentz pass short left to A.Gibson to WAS 35 for 8 yards (T.Campbell; D.Lloyd).,2,1,10,WAS,JAX,WAS,27,2:50,14,3,C,2.0,,8,8,N,83,SINGLEBACK,7.0,0.510867238,0.881933367,0.118066633,-0.001031639,0.001031639,1.287983099,0.348688695,,,,,pass short left,pass short left,53462.0,0.0,1.0,0.0,0.0
2022101605,633,43344,Tyler Boyd,"(6:40) (Shotgun) J.Burrow pass short left to T.Boyd to CIN 31 for 6 yards (C.Harris). Pass 4, YAC 2",1,1,10,CIN,NO,CIN,25,6:40,7,0,C,4.0,,6,6,N,35,SHOTGUN,7.0,0.479942352,0.607350565,0.392649435,-6.59e-07,6.59e-07,1.371032066,0.039985153,,,,,pass short left,pass short left,37724.0,1.0,0.0,0.0,0.0
2022100900,393,52614,Tyler Davis,(9:28) A.Rodgers pass short right to T.Davis to GB 25 for -3 yards (T.Crowder).,1,1,10,GB,NYG,GB,28,9:28,3,0,C,-5.0,,-3,-3,N,82,SINGLEBACK,6.0,0.467579901,0.868967375,0.131032625,-0.011448905,0.011448905,1.424014204,-0.997175453,,,,,pass short right,pass short right,52663.0,1.0,0.0,0.0,0.0
2022101607,3476,44816,Leonard Fournette,"(9:48) (Shotgun) T.Brady pass short right to L.Fournette to TB 28 for 1 yard (T.Edmunds, M.Reed).",4,1,10,TB,PIT,TB,27,9:48,20,12,C,-6.0,,1,1,N,37,SHOTGUN,5.0,0.685868204,0.777385075,0.222614925,0.037316509,-0.037316509,1.582467263,-0.483908858,,,,,pass short right,pass short right,46097.0,1.0,0.0,0.0,0.0
2022101607,3476,44816,Leonard Fournette,"(9:48) (Shotgun) T.Brady pass short right to L.Fournette to TB 28 for 1 yard (T.Edmunds, M.Reed).",4,1,10,TB,PIT,TB,27,9:48,20,12,C,-6.0,,1,1,N,37,SHOTGUN,5.0,0.685868204,0.777385075,0.222614925,0.037316509,-0.037316509,1.582467263,-0.483908858,,,,,pass short right,pass short right,48089.0,0.0,1.0,0.0,0.0
2022101607,3476,44816,Leonard Fournette,"(9:48) (Shotgun) T.Brady pass short right to L.Fournette to TB 28 for 1 yard (T.Edmunds, M.Reed).",4,1,10,TB,PIT,TB,27,9:48,20,12,C,-6.0,,1,1,N,37,SHOTGUN,5.0,0.685868204,0.777385075,0.222614925,0.037316509,-0.037316509,1.582467263,-0.483908858,,,,,pass short right,pass short right,43325.0,0.0,0.0,0.0,1.0
2022100913,1578,52609,James Proche,(3:47) (Shotgun) L.Jackson pass short middle to J.Proche to BLT 44 for 7 yards (M.Hilton).,2,1,10,BAL,CIN,BAL,37,3:47,10,7,C,5.0,,7,7,N,73,SHOTGUN,6.0,0.508947551,0.677536499,0.322463501,0.000178833,-0.000178833,1.511543271,0.314477733,,,,,pass short middle,pass short middle,43641.0,1.0,0.0,0.0,0.0
2022100202,1369,47896,Justice Hill,"(6:42) L.Jackson pass short right to J.Hill pushed ob at BUF 29 for 2 yards (T.Johnson, T.Edmunds).",2,3,2,BAL,BUF,BUF,31,6:42,17,3,C,-2.0,,2,2,N,41,I_FORM,6.0,0.426315993,0.875623239,0.124376761,0.0048135,-0.0048135,3.411065301,0.682292638,,,,,pass short right,pass short right,46190.0,1.0,0.0,0.0,0.0
2022100202,1369,47896,Justice Hill,"(6:42) L.Jackson pass short right to J.Hill pushed ob at BUF 29 for 2 yards (T.Johnson, T.Edmunds).",2,3,2,BAL,BUF,BUF,31,6:42,17,3,C,-2.0,,2,2,N,41,I_FORM,6.0,0.426315993,0.875623239,0.124376761,0.0048135,-0.0048135,3.411065301,0.682292638,,,,,pass short right,pass short right,46085.0,0.0,1.0,0.0,0.0
2022091802,518,44852,Curtis Samuel,(7:10) (Shotgun) C.Wentz pass short left to C.Samuel to WAS 17 for 8 yards (J.Okudah).,1,3,17,WAS,DET,WAS,9,7:10,3,0,C,0.0,,8,8,N,101,EMPTY,4.0,0.783894718,0.599179596,0.400820404,0.012455948,-0.012455948,-1.989976075,-0.403264565,,,,,pass short left,pass short left,52411.0,1.0,0.0,0.0,0.0
2022091802,518,44852,Curtis Samuel,(7:10) (Shotgun) C.Wentz pass short left to C.Samuel to WAS 17 for 8 yards (J.Okudah).,1,3,17,WAS,DET,WAS,9,7:10,3,0,C,0.0,,8,8,N,101,EMPTY,4.0,0.783894718,0.599179596,0.400820404,0.012455948,-0.012455948,-1.989976075,-0.403264565,,,,,pass short left,pass short left,46259.0,0.0,0.0,0.0,1.0
2022101609,3660,39983,Zach Ertz,(6:40) (Shotgun) K.Murray pass short left to Z.Ertz to ARZ 14 for 7 yards (T.Woolen).,4,1,10,ARI,SEA,ARI,7,6:40,19,9,C,7.0,,7,7,N,17,SHOTGUN,5.0,0.832005918,0.917014211,0.082985789,-0.001152657,0.001152657,0.062204879,0.438903125,,,,,pass short left,pass short left,54618.0,1.0,0.0,0.0,0.0
2022102308,588,42397,Ameer Abdullah,(3:20) (Shotgun) D.Carr pass short left to A.Abdullah to LV 23 for 5 yards (C.Kirksey). HST-M.Collins was injured during the play. His return is Questionable.,1,3,21,LV,HOU,LV,18,3:20,3,0,C,-3.0,,5,5,N,92,SHOTGUN,4.0,0.870124817,0.810737304,0.189262696,-0.011205327,0.011205327,-1.454586913,-0.706826577,,,,,pass short left,pass short left,41300.0,1.0,0.0,0.0,0.0
2022102308,588,42397,Ameer Abdullah,(3:20) (Shotgun) D.Carr pass short left to A.Abdullah to LV 23 for 5 yards (C.Kirksey). HST-M.Collins was injured during the play. His return is Questionable.,1,3,21,LV,HOU,LV,18,3:20,3,0,C,-3.0,,5,5,N,92,SHOTGUN,4.0,0.870124817,0.810737304,0.189262696,-0.011205327,0.011205327,-1.454586913,-0.706826577,,,,,pass short left,pass short left,42441.0,0.0,0.0,0.0,1.0
2022102303,2826,53959,Brock Wright,(9:52) (Shotgun) J.Goff pass short right to B.Wright to DET 44 for 23 yards (D.Wilson; A.Barr).,4,1,10,DET,DAL,DET,21,9:52,10,6,C,5.0,,23,23,N,89,EMPTY,6.0,0.542957544,0.809364248,0.190635752,-0.033051871,0.033051871,1.259134527,1.461945945,,,,,pass short right,pass short right,47996.0,0.0,1.0,0.0,0.0
2022102303,2826,53959,Brock Wright,(9:52) (Shotgun) J.Goff pass short right to B.Wright to DET 44 for 23 yards (D.Wilson; A.Barr).,4,1,10,DET,DAL,DET,21,9:52,10,6,C,5.0,,23,23,N,89,EMPTY,6.0,0.542957544,0.809364248,0.190635752,-0.033051871,0.033051871,1.259134527,1.461945945,,,,,pass short right,pass short right,41235.0,0.0,1.0,0.0,0.0
2022102400,3556,53549,Rhamondre Stevenson,"(3:44) (No Huddle, Shotgun) B.Zappe pass short left to R.Stevenson to NE 43 for 1 yard (A.Blackson).",4,1,10,NE,CHI,NE,42,3:44,14,33,C,0.0,,1,1,N,68,SHOTGUN,4.0,0.856032789,0.003653597,0.996346403,-0.000205958,0.000205958,1.824573128,-0.37143481,,,,,pass short left,pass short left,42443.0,1.0,0.0,0.0,0.0
2022102400,3556,53549,Rhamondre Stevenson,"(3:44) (No Huddle, Shotgun) B.Zappe pass short left to R.Stevenson to NE 43 for 1 yard (A.Blackson).",4,1,10,NE,CHI,NE,42,3:44,14,33,C,0.0,,1,1,N,68,SHOTGUN,4.0,0.856032789,0.003653597,0.996346403,-0.000205958,0.000205958,1.824573128,-0.37143481,,,,,pass short left,pass short left,54639.0,0.0,0.0,0.0,1.0
2022091104,865,47834,A.J. Brown,"(2:13) (No Huddle, Shotgun) J.Hurts pass short left to A.Brown to DET 27 for 18 yards (A.Oruwariye).",1,1,10,PHI,DET,DET,45,2:13,7,0,C,15.0,,18,18,N,65,SHOTGUN,6.0,0.500380814,0.499249909,0.500750091,-0.02627413,0.02627413,2.886980075,1.270524815,,,,,pass short left,pass short left,47929.0,1.0,0.0,0.0,0.0
2022091108,2938,46309,Richie James,(12:23) (Shotgun) D.Jones pass short middle to R.James to NYG 45 for 6 yards (K.Fulton).,4,3,5,NYG,TEN,NYG,39,12:23,20,13,C,5.0,,6,6,N,49,SHOTGUN,6.0,0.975441098,0.809373289,0.190626711,-0.051106952,0.051106952,0.803371237,1.606691136,,,,,pass short middle,pass short middle,52469.0,1.0,0.0,0.0,0.0
2022103001,983,53433,Kyle Pitts,(12:54) (Shotgun) M.Mariota pass short left to K.Pitts to CAR 16 for 26 yards (X.Woods).,2,1,10,ATL,CAR,CAR,42,12:54,0,3,C,14.0,,26,26,N,68,PISTOL,7.0,0.46103555,0.600553948,0.399446052,0.067369591,-0.067369591,3.140015727,1.741339139,,,,,pass short left,pass short left,45004.0,1.0,0.0,0.0,0.0
2022102303,1075,53959,Brock Wright,(10:04) (Shotgun) J.Goff pass short middle to B.Wright to DAL 25 for 6 yards (A.Barr).,2,1,10,DET,DAL,DAL,31,10:04,3,3,C,4.0,,6,6,N,41,SHOTGUN,7.0,0.462000877,0.665899079,0.334100921,-0.004035145,0.004035145,4.098654013,0.215945615,,,,,pass short middle,pass short middle,41235.0,1.0,0.0,0.0,0.0
2022092500,2991,52513,Adam Trautman,"(14:05) (No Huddle, Shotgun) J.Winston pass short right to A.Trautman ran ob at CAR 45 for 9 yards.",4,1,10,NO,CAR,NO,46,14:05,13,0,C,9.0,,9,9,N,64,SHOTGUN,6.0,0.717757523,0.871352609,0.128647391,-0.01566451,0.01566451,2.774726315,0.860662497,,,,,pass short right,pass short right,,,,,
2022091108,1222,42589,Geoff Swaim,(7:50) R.Tannehill pass short left to G.Swaim to NYG 5 for 2 yards (A.Robinson).,2,2,6,TEN,NYG,NYG,7,7:50,10,0,C,2.0,,2,2,N,103,SINGLEBACK,7.0,0.319822282,0.901853088,0.098146912,-0.008566307,0.008566307,4.933008744,-0.559303251,,,,,pass short left,pass short left,53500.0,1.0,0.0,0.0,0.0
2022101300,1042,47859,Terry McLaurin,"(9:50) (Shotgun) C.Wentz pass short left to T.McLaurin to WAS 23 for 17 yards (J.Brisker, E.Jackson).",2,3,5,WAS,CHI,WAS,6,9:50,0,0,C,7.0,,17,17,N,104,SHOTGUN,6.0,0.940887034,0.493700169,0.506299831,-0.069450639,0.069450639,-0.958498462,2.056984555,,,,,pass short left,pass short left,54513.0,1.0,0.0,0.0,0.0
2022101300,1042,47859,Terry McLaurin,"(9:50) (Shotgun) C.Wentz pass short left to T.McLaurin to WAS 23 for 17 yards (J.Brisker, E.Jackson).",2,3,5,WAS,CHI,WAS,6,9:50,0,0,C,7.0,,17,17,N,104,SHOTGUN,6.0,0.940887034,0.493700169,0.506299831,-0.069450639,0.069450639,-0.958498462,2.056984555,,,,,pass short left,pass short left,44925.0,0.0,1.0,0.0,0.0
2022102300,2314,44841,David Njoku,(4:47) (Shotgun) J.Brissett pass short middle to D.Njoku to BLT 26 for 3 yards (J.Bynes; C.Clark). Shovel pass,3,3,2,CLE,BAL,BAL,29,4:47,20,10,C,-2.0,,3,3,N,81,SHOTGUN,7.0,0.777790189,0.806394264,0.193605736,-0.02049271,0.02049271,3.564697797,0.885422074,,,,,pass short middle,pass short middle,37778.0,0.0,1.0,0.0,0.0
2022102300,2314,44841,David Njoku,(4:47) (Shotgun) J.Brissett pass short middle to D.Njoku to BLT 26 for 3 yards (J.Bynes; C.Clark). Shovel pass,3,3,2,CLE,BAL,BAL,29,4:47,20,10,C,-2.0,,3,3,N,81,SHOTGUN,7.0,0.777790189,0.806394264,0.193605736,-0.02049271,0.02049271,3.564697797,0.885422074,,,,,pass short middle,pass short middle,44999.0,0.0,1.0,0.0,0.0
2022102700,366,54683,Ko Kieft,(9:42) (Shotgun) T.Brady pass short right to K.Kieft to TB 48 for 9 yards (D.Kennard).,1,1,10,TB,BAL,TB,39,9:42,0,3,C,6.0,,9,9,N,71,SHOTGUN,7.0,0.513822317,0.549655244,0.450344756,0.02723683,-0.02723683,2.242268286,0.891739721,,,,,pass short right,pass short right,41403.0,1.0,0.0,0.0,0.0
2022102305,240,47842,Parris Campbell,(10:53) M.Ryan pass short right to P.Campbell to IND 37 for 4 yards (K.Fulton).,1,1,10,IND,TEN,IND,33,10:53,0,0,C,4.0,,4,4,N,43,SINGLEBACK,7.0,0.691434741,0.518756542,0.481243458,0.001178168,-0.001178168,1.779254875,0.016771564,,,,,pass short right,pass short right,52469.0,1.0,0.0,0.0,0.0
2022103000,1419,52423,Jerry Jeudy,(8:09) (Shotgun) R.Wilson pass short middle to J.Jeudy to DEN 46 for 8 yards (R.Jenkins). JAX-R.Jenkins was injured during the play. His return is Probable.,2,1,10,DEN,JAX,DEN,38,8:09,10,0,C,8.0,,8,8,N,72,SHOTGUN,7.0,0.564978302,0.736093532,0.263906468,-0.005818453,0.005818453,1.965853839,0.532544977,,,,,pass short middle,pass short middle,44926.0,1.0,0.0,0.0,0.0
2022091106,2450,46111,Mike Gesicki,(1:07) T.Tagovailoa pass short middle to M.Gesicki to NE 31 for 1 yard (J.Bentley).,3,2,6,MIA,NE,NE,32,1:07,17,7,C,0.0,,1,1,N,42,SINGLEBACK,6.0,0.549847245,0.910654768,0.089345232,-0.004496578,0.004496578,3.771192947,-0.631180738,,,,,pass short middle,pass short middle,46212.0,1.0,0.0,0.0,0.0
2022110610,2629,41325,Jerick McKinnon,(6:14) (Shotgun) P.Mahomes pass short left to J.McKinnon to TEN 29 for 2 yards (J.Kalu; D.Long).,3,1,10,KC,TEN,TEN,31,6:14,9,17,C,-6.0,,2,2,N,41,SHOTGUN,6.0,0.528428674,0.627356768,0.372643232,-0.019299783,0.019299783,4.182431205,-0.355331657,,,,,pass short left,pass short left,47971.0,0.0,1.0,0.0,0.0
2022110610,2629,41325,Jerick McKinnon,(6:14) (Shotgun) P.Mahomes pass short left to J.McKinnon to TEN 29 for 2 yards (J.Kalu; D.Long).,3,1,10,KC,TEN,TEN,31,6:14,9,17,C,-6.0,,2,2,N,41,SHOTGUN,6.0,0.528428674,0.627356768,0.372643232,-0.019299783,0.019299783,4.182431205,-0.355331657,,,,,pass short left,pass short left,46846.0,0.0,1.0,0.0,1.0
2022091103,1171,52457,Chase Claypool,(10:18) (Shotgun) M.Trubisky pass short right to C.Claypool to CIN 3 for 4 yards (M.Hilton).,2,2,7,PIT,CIN,CIN,7,10:18,3,10,C,4.0,,4,4,N,17,SHOTGUN,7.0,0.686470807,0.390693352,0.609306648,-0.004841376,0.004841376,4.763822751,-0.375771741,,,,,pass short right,pass short right,43641.0,1.0,0.0,0.0,0.0
2022100911,1566,47808,Marquise Brown,"(5:33) (No Huddle, Shotgun) K.Murray pass short middle to M.Brown for 25 yards, TOUCHDOWN.",2,3,3,ARI,PHI,PHI,25,5:33,0,14,C,7.0,,25,25,N,35,EMPTY,6.0,0.839322269,0.125069994,0.874930006,0.064395823,-0.064395823,3.766370389,3.233629611,,,,,pass short middle,pass short middle,48516.0,0.0,0.0,0.0,1.0
2022100911,1566,47808,Marquise Brown,"(5:33) (No Huddle, Shotgun) K.Murray pass short middle to M.Brown for 25 yards, TOUCHDOWN.",2,3,3,ARI,PHI,PHI,25,5:33,0,14,C,7.0,,25,25,N,35,EMPTY,6.0,0.839322269,0.125069994,0.874930006,0.064395823,-0.064395823,3.766370389,3.233629611,,,,,pass short middle,pass short middle,47888.0,0.0,0.0,0.0,1.0
2022100600,3914,46109,Courtland Sutton,(2:27) R.Wilson pass short left to C.Sutton to IND 14 for 5 yards (S.Gilmore).,4,1,10,DEN,IND,IND,19,2:27,9,6,C,0.0,,5,5,N,91,SINGLEBACK,7.0,0.241551831,0.927792715,0.072207285,0.003653565,-0.003653565,4.36687173,-0.011794595,,,,,pass short left,pass short left,38540.0,1.0,0.0,0.0,0.0
2022092502,783,40011,Travis Kelce,(1:20) (Shotgun) P.Mahomes pass short right to T.Kelce to IND 3 for 29 yards (B.Okereke).,1,3,7,KC,IND,IND,32,1:20,7,0,C,15.0,,29,29,N,42,SHOTGUN,6.0,0.985386729,0.522690047,0.477309953,-0.06860584,0.06860584,2.990276874,3.126915055,,,,,pass short right,pass short right,47872.0,1.0,0.0,0.0,0.0
2022091811,2213,48646,Greg Dortch,(11:05) (Shotgun) K.Murray pass short left to G.Dortch to ARZ 45 for 29 yards (N.Hobbs).,3,1,15,ARI,LV,ARI,16,11:05,20,0,C,14.0,,29,29,N,26,SHOTGUN,6.0,0.685870886,0.977533688,0.022466312,-0.005169039,0.005169039,0.058382596,2.675469981,,,,,pass short left,pass short left,53596.0,1.0,0.0,0.0,0.0
2022091811,2213,48646,Greg Dortch,(11:05) (Shotgun) K.Murray pass short left to G.Dortch to ARZ 45 for 29 yards (N.Hobbs).,3,1,15,ARI,LV,ARI,16,11:05,20,0,C,14.0,,29,29,N,26,SHOTGUN,6.0,0.685870886,0.977533688,0.022466312,-0.005169039,0.005169039,0.058382596,2.675469981,,,,,pass short left,pass short left,47810.0,0.0,0.0,0.0,1.0
2022091811,2213,48646,Greg Dortch,(11:05) (Shotgun) K.Murray pass short left to G.Dortch to ARZ 45 for 29 yards (N.Hobbs).,3,1,15,ARI,LV,ARI,16,11:05,20,0,C,14.0,,29,29,N,26,SHOTGUN,6.0,0.685870886,0.977533688,0.022466312,-0.005169039,0.005169039,0.058382596,2.675469981,,,,,pass short left,pass short left,53509.0,0.0,0.0,0.0,1.0
2022103003,2782,52443,D'Andre Swift,(6:07) (Shotgun) J.Goff pass short left to D.Swift to DET 23 for 2 yards (Z.Sieler).,3,3,27,DET,MIA,DET,21,6:07,27,24,C,-6.0,,2,2,N,31,SHOTGUN,4.0,0.831389546,0.52760452,0.47239548,-0.021161467,0.021161467,-0.839136324,-0.747071008,,,,,pass short left,pass short left,46307.0,1.0,0.0,0.0,0.0
2022103003,2782,52443,D'Andre Swift,(6:07) (Shotgun) J.Goff pass short left to D.Swift to DET 23 for 2 yards (Z.Sieler).,3,3,27,DET,MIA,DET,21,6:07,27,24,C,-6.0,,2,2,N,31,SHOTGUN,4.0,0.831389546,0.52760452,0.47239548,-0.021161467,0.021161467,-0.839136324,-0.747071008,,,,,pass short left,pass short left,53447.0,0.0,0.0,0.0,1.0
2022101608,2477,41290,Allen Robinson,(1:06) M.Stafford pass short left to Al.Robinson to CAR 17 for 22 yards (K.Taylor).,3,1,10,LA,CAR,CAR,39,1:06,10,10,C,14.0,,22,22,N,49,SINGLEBACK,7.0,0.816708028,0.769369632,0.230630368,0.017431244,-0.017431244,3.41677503,1.289078647,,,,,pass short left,pass short left,53595.0,1.0,0.0,0.0,0.0
2022092200,577,44841,David Njoku,(5:31) (Shotgun) J.Brissett pass short middle to D.Njoku to CLV 49 for 8 yards (L.Wallace).,1,3,9,CLE,PIT,CLE,41,5:31,0,0,C,3.0,,8,8,N,69,EMPTY,6.0,0.991808355,0.609809574,0.390190426,-0.00664613,0.00664613,0.893804141,-0.187639367,,,,,pass short middle,pass short middle,46698.0,1.0,0.0,0.0,0.0
2022102306,916,44995,Aaron Jones,(1:10) (Shotgun) A.Rodgers pass short right to A.Jones pushed ob at GB 29 for 7 yards (C.Holcomb).,1,3,13,GB,WAS,GB,22,1:10,3,7,C,-6.0,,7,7,N,32,SHOTGUN,5.0,0.943312466,0.206091527,0.793908473,0.00324359,-0.00324359,-1.166635293,-0.188510015,,,,,pass short right,pass short right,47956.0,1.0,0.0,0.0,0.0
2022092503,2373,54528,James Cook,"(10:51) (No Huddle, Shotgun) J.Allen pass short right to J.Cook to BUF 39 for 8 yards (N.Needham; D.Riley).",3,1,10,BUF,MIA,BUF,31,10:51,14,14,C,-1.0,,8,8,N,41,SHOTGUN,6.0,0.711905897,0.400970869,0.599029131,-0.015681412,0.015681412,1.675615851,0.588077376,,,,,pass short right,pass short right,44887.0,0.0,1.0,0.0,1.0
2022092503,2373,54528,James Cook,"(10:51) (No Huddle, Shotgun) J.Allen pass short right to J.Cook to BUF 39 for 8 yards (N.Needham; D.Riley).",3,1,10,BUF,MIA,BUF,31,10:51,14,14,C,-1.0,,8,8,N,41,SHOTGUN,6.0,0.711905897,0.400970869,0.599029131,-0.015681412,0.015681412,1.675615851,0.588077376,,,,,pass short right,pass short right,48476.0,0.0,1.0,0.0,0.0
2022101602,748,42500,C.J. Uzomah,(4:40) Z.Wilson pass short right to C.Uzomah to NYJ 18 for 3 yards (A.Amos).,1,1,10,NYJ,GB,NYJ,15,4:40,0,0,C,3.0,,3,3,N,95,SINGLEBACK,7.0,0.716621518,0.629727736,0.370272264,0.008309141,-0.008309141,0.547735359,-0.430726661,,,,,pass short right,pass short right,42485.0,1.0,0.0,0.0,0.0
2022110603,3127,52502,Josiah Deguara,(10:05) A.Rodgers pass short right to J.Deguara pushed ob at DET 28 for 6 yards (J.Okwara).,4,1,10,GB,DET,DET,34,10:05,15,6,C,6.0,,6,6,N,76,SINGLEBACK,7.0,0.638557255,0.760975379,0.239024621,-0.000483643,0.000483643,3.765827939,0.302900365,,,,,pass short right,pass short right,52475.0,1.0,0.0,0.0,0.0
2022103005,685,52584,K.J. Osborn,(4:36) (Shotgun) K.Cousins pass short left to K.Osborn pushed ob at ARZ 43 for 3 yards (B.Baker).,1,1,10,MIN,ARI,ARI,46,4:36,7,3,C,-3.0,,3,3,N,64,SHOTGUN,5.0,0.452889621,0.85013173,0.14986827,-0.00180787,0.00180787,3.51915017,-0.454969233,,,,,pass short left,pass short left,44848.0,1.0,0.0,0.0,0.0
2022092600,4008,43329,Sterling Shepard,(1:45) (Shotgun) D.Jones pass short middle to S.Shepard to NYG 21 for 12 yards (A.Brown).,4,1,10,NYG,DAL,NYG,9,1:45,16,23,C,12.0,,12,12,N,101,SHOTGUN,6.0,0.904041767,0.070060943,0.929939057,-0.010391557,0.010391557,0.582091974,0.066569553,,,,,pass short middle,pass short middle,43478.0,1.0,0.0,0.0,0.0
2022100901,2020,53453,Najee Harris,(:56) (Shotgun) K.Pickett pass short right to N.Harris to PIT 32 for 5 yards (D.Jackson).,2,1,10,PIT,BUF,PIT,27,0:56,31,3,C,2.0,,5,5,N,83,SHOTGUN,5.0,0.887896299,0.994618909,0.005381091,0.000184089,-0.000184089,1.038472866,-0.417566314,,,,,pass short right,pass short right,52647.0,1.0,0.0,0.0,0.0
